primaryKey,genre,popularity,year,revenue,runtime,vote_average,vote_count
The Last Samurai,Drama,52.341226,3,456758981,154,7.3,1895
Training Day,Action,52.081131,1,104876233,122,7.3,1634
Men in Black 3,Action,52.035179,12,624026776,106,6.2,4160
Zodiac,Crime,51.970905,7,84785914,157,7.3,2023
Underworld: Rise of the Lycans,Fantasy,51.927471,9,91353501,92,6.2,1428
Warrior,Action,51.915025,11,23057115,140,7.7,1272
Die Hard: With a Vengeance,Action,51.881077,95,366101666,128,6.9,2066
Green Lantern,Adventure,51.872839,11,219851172,114,5.1,2487
The Hitchhiker's Guide to the Galaxy,Adventure,51.742065,5,104478416,109,6.6,1315
The Good Dinosaur,Adventure,51.692953,15,331926147,93,6.6,1736
Atlantis: The Lost Empire,Animation,51.548589,1,186053725,95,6.7,1224
Now You See Me 2,Action,51.535701,16,334901337,129,6.7,3235
Sunshine,Science Fiction,51.502884,7,32017803,107,7,1182
The Rock,Action,51.469576,96,335062621,136,6.9,1456
Life of Pi,Adventure,51.328145,12,609016565,127,7.2,5797
Kung Fu Panda 2,Animation,51.247321,11,665692281,91,6.7,1880
Planet of the Apes,Thriller,51.188633,1,362211740,119,5.6,1243
Coraline,Animation,51.146047,9,124596398,100,7.3,1386
The Emperor's New Groove,Adventure,51.113717,0,169327687,78,7.2,1490
Stand by Me,Crime,51.109279,86,52287414,89,7.8,1522
In the Heart of the Sea,Thriller,50.767332,15,93820758,122,6.5,1276
Gran Torino,Drama,50.7453,8,269958228,116,7.8,3086
Forgetting Sarah Marshall,Comedy,50.670253,8,105173115,111,6.4,1172
Kill Bill: Vol. 2,Action,50.622607,4,152159461,136,7.6,3948
The Pianist,Drama,50.587541,2,120072577,150,8,1864
Pompeii,Action,50.561849,14,117831631,105,5.2,1267
The Witch,Mystery,50.319662,16,40423945,92,6.3,1434
Horrible Bosses,Comedy,50.309843,11,117000000,98,6.5,2277
Dark Shadows,Comedy,50.306728,12,245527149,113,5.7,2320
Neighbors 2: Sorority Rising,Comedy,50.179171,16,108758521,91,5.6,1462
Interview with the Vampire,Horror,50.163785,94,223664608,123,7.2,1516
Jaws,Horror,50.152327,75,470654000,124,7.5,2542
Batman & Robin,Action,50.073575,97,238207122,125,4.2,1418
Predator,Science Fiction,50.009408,87,98235548,107,7.3,2093
Cars 2,Animation,49.98659,11,559852396,106,5.8,2033
The Conjuring,Horror,49.975409,13,318000141,112,7.4,3092
Apocalypse Now,Drama,49.973462,79,89460381,153,8,2055
Automata,Thriller,49.808505,14,0,110,5.6,670
Platoon,Drama,49.802914,86,138530565,120,7.5,1205
American Hustle,Drama,49.664128,13,251171807,138,6.8,2807
The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure,49.661984,10,415686217,113,6.2,1514
Blade: Trinity,Science Fiction,49.660055,4,128905366,123,5.7,1252
Law Abiding Citizen,Drama,49.593978,9,126690726,109,7.2,1486
Howl's Moving Castle,Fantasy,49.549984,4,234710455,119,8.2,1991
Speed,Action,49.526736,94,350448145,116,6.8,1783
End of Watch,Crime,49.517264,12,48126384,109,7.2,1170
Rain Man,Drama,49.510658,88,412800000,133,7.6,1709
Taken 2,Action,49.353524,12,376141306,91,6.1,2757
Once Upon a Time in America,Drama,49.336397,84,0,229,8.2,1069
Once Upon a Time in the West,Western,49.333137,68,5321508,175,8.1,1128
Drive,Drama,49.294864,11,78054825,100,7.4,3725
True Grit,Drama,49.292384,10,252276927,110,7.2,1668
The Big Lebowski,Comedy,49.230089,98,46189568,117,7.8,2926
Battle: Los Angeles,Action,49.199234,11,202466756,116,5.5,1448
Shaun of the Dead,Horror,49.12486,4,30039392,99,7.5,2420
Road to Perdition,Thriller,49.078546,2,181001478,117,7.3,1077
Project X,Comedy,49.070321,12,100000000,88,6.5,1564
The Lone Ranger,Action,49.046956,13,89289910,149,5.9,2311
Underworld: Evolution,Fantasy,49.020045,6,111340801,106,6.4,1528
Gone with the Wind,Drama,48.98255,39,400176459,238,7.7,970
Live Free or Die Hard,Action,48.93337,7,383531464,128,6.4,2089
Dr. No,Adventure,48.901542,62,59600000,110,6.9,940
Salt,Action,48.829437,10,293329073,100,6.2,2093
3:10 to Yuma,Western,48.801089,7,70016220,122,6.9,1188
Before I Go to Sleep,Mystery,48.784734,14,15447154,92,6.2,659
Night at the Museum,Action,48.780039,6,574480841,108,6.3,2862
Independence Day: Resurgence,Action,48.775723,16,389681935,120,4.9,2491
The Man from U.N.C.L.E.,Comedy,48.744209,15,108145109,116,7.1,2265
Tangled,Animation,48.681969,10,591794936,100,7.4,3330
Ghost Rider: Spirit of Vengeance,Action,48.622278,11,149217355,95,4.7,1135
War of the Worlds,Adventure,48.572726,5,591739379,116,6.2,2322
The Grey,Action,48.552871,12,77278331,117,6.4,1451
Superman,Action,48.507081,78,300218018,143,6.9,1022
Bridge of Spies,Thriller,48.445978,15,165478348,141,7.2,2583
Insidious: Chapter 2,Horror,48.375848,13,0,106,6.5,1211
Les Misí©rables,Drama,48.356214,12,441809770,157,7.1,1884
Side Effects,Thriller,48.237797,13,63372757,106,6.4,1323
Batman Forever,Action,48.205606,95,336529144,121,5.2,1498
Lights Out,Horror,48.170508,16,44107032,81,6.3,1129
Mirror Mirror,Adventure,48.126297,12,183018522,106,5.5,1114
Madagascar,Family,48.110909,5,532680671,86,6.6,3237
Pan,Adventure,48.03528,15,128388320,111,5.9,954
Wild Card,Thriller,48.0343,15,0,92,5.4,656
Stardust,Adventure,48.032734,7,135560026,127,7.1,1184
Crank,Action,47.992817,6,42931041,88,6.6,1151
Chicken Little,Animation,47.973995,5,314432665,81,5.6,944
The NeverEnding Story,Drama,47.862016,84,20158808,102,7,1002
Pocahontas,Adventure,47.845589,95,346079773,81,6.7,1457
Goldfinger,Adventure,47.812466,64,124881062,110,7.2,987
Vacation,Comedy,47.753598,15,104384188,99,6.2,1195
Clash of the Titans,Adventure,47.686442,10,232713139,106,5.6,2233
Bambi,Animation,47.651878,42,267447150,70,6.8,1405
The Girl with the Dragon Tattoo,Thriller,47.651083,11,232617430,158,7.2,2434
Predators,Action,47.649554,10,126248813,107,6,1206
The Exorcist,Drama,47.584643,73,441306145,122,7.5,2005
Transporter 2,Action,47.5612,5,85167639,87,6.2,1061
The Impossible,Thriller,47.559928,12,180274123,113,7,2025
Edward Scissorhands,Fantasy,47.51363,90,53000000,105,7.5,3601
Hellboy,Fantasy,47.479755,4,99318987,122,6.5,2225
Paranormal Activity,Horror,47.456823,7,193355800,86,5.9,1316
Mama,Horror,47.455148,13,146497771,100,6,1401
The League of Extraordinary Gentlemen,Fantasy,47.436675,3,179265204,110,5.7,1155
Alvin and the Chipmunks,Comedy,47.336034,7,361366633,92,5.5,1177
The Polar Express,Adventure,47.323228,4,305875730,100,6.4,1474
Shrek 2,Adventure,47.320801,4,919838758,93,6.7,2988
Shark Tale,Animation,47.094369,4,367275019,90,5.8,1557
The Hurt Locker,Drama,47.006162,8,42000000,131,7.2,1840
Oz: The Great and Powerful,Fantasy,46.985445,13,491868548,130,5.7,3530
Cloverfield,Action,46.942396,8,170764026,85,6.4,2251
Eagle Eye,Mystery,46.887983,8,178066569,118,6.3,1018
The Simpsons Movie,Animation,46.875375,7,527068851,87,6.9,2264
Ghost Rider,Thriller,46.834704,7,228738393,114,5.2,1712
Blackhat,Crime,46.832372,15,17752940,133,5.1,826
Cloudy with a Chance of Meatballs,Animation,46.781182,9,242988466,90,6.5,1747
The Hunchback of Notre Dame,Drama,46.727941,96,100138851,91,6.8,1129
Riddick,Science Fiction,46.630062,13,98337295,119,6.2,2035
Return of the Jedi,Adventure,46.509071,83,572700000,135,7.9,4665
Looper,Action,46.377628,12,47042000,118,6.6,4697
xXx,Action,46.217769,2,277448382,124,5.8,1424
The Hunt for Red October,Action,46.212155,90,199200000,134,7.2,957
Rio,Animation,46.200042,11,484635760,96,6.5,2166
Big Fish,Adventure,46.199482,3,122919055,125,7.6,1994
Moneyball,Drama,46.180421,11,110206216,133,7,1381
Gangs of New York,Drama,46.160048,2,193772504,167,7.1,1910
Airplane!,Comedy,46.116885,80,83453539,88,7.1,1074
Noah,Drama,46.115758,14,362637473,139,5.6,2350
Moon,Science Fiction,46.114184,9,9760104,97,7.6,1794
How to Be Single,Comedy,46.078371,16,112343513,110,5.9,1201
Face/Off,Action,46.075037,97,245676146,138,6.8,1583
Black Mass,Crime,46.049902,15,98837872,122,6.3,1242
Pinocchio,Animation,46.007991,40,84300000,88,6.9,1355
Scream,Crime,45.99611,96,173046663,111,7,1476
Ender's Game,Science Fiction,45.94834,13,125537191,114,6.6,2303
Insidious: Chapter 3,Drama,45.946524,15,104303851,97,6.2,983
Identity,Mystery,45.915165,3,90259536,90,7.1,1061
AlienŚ_,Science Fiction,45.856409,92,159773545,114,6.2,1633
Back to the Future Part III,Adventure,45.769562,90,244527583,118,7.1,2900
"Crouching Tiger, Hidden Dragon",Adventure,45.742254,0,213525736,120,7.2,927
Inherent Vice,Comedy,45.742217,14,11110975,148,6.5,833
The Angry Birds Movie,Family,45.720894,16,349779543,97,5.9,1022
Dances with Wolves,Adventure,45.707835,90,424208848,181,7.6,1046
Lost in Translation,Drama,45.66662,3,119723856,102,7.3,1895
The Aviator,Drama,45.616098,4,102000000,170,7,1489
(500) Days of Summer,Comedy,45.610993,9,60722734,95,7.2,2904
Grown Ups 2,Comedy,45.589568,13,246984278,100,5.8,1155
Anastasia,Animation,45.565918,97,139804348,94,7.4,1432
The Mortal Instruments: City of Bones,Action,45.514031,13,90565421,130,6.2,1602
28 Days Later,Horror,45.490374,2,82719885,113,7.1,1777
Step Up,Music,45.477802,6,114194847,104,6.7,1060
Pretty Woman,Romance,45.473484,90,463000000,119,7,1746
How the Grinch Stole Christmas,Family,45.419668,0,345141403,104,6.2,1386
Easy A,Comedy,45.395839,10,74952305,92,6.7,2210
Serenity,Science Fiction,45.388937,5,38869464,119,7.4,1264
The Bourne Ultimatum,Action,45.381501,7,442824138,115,7.3,2888
Goosebumps,Adventure,45.351617,15,158162788,103,6.2,995
Central Intelligence,Action,45.318703,16,216972543,107,6.2,1650
The November Man,Crime,45.317278,14,32556119,108,6,639
The Da Vinci Code,Thriller,45.313197,6,767820459,149,6.5,2704
American Psycho,Thriller,45.310443,0,34266564,102,7.3,2066
Man on Fire,Action,45.299089,4,130293714,146,7.3,1553
2012,Action,45.274225,9,769653595,158,5.6,4903
Inside Man,Crime,45.220386,6,184376254,129,7.3,1630
Con Air,Action,45.154631,97,224012234,115,6.5,1270
Red Riding Hood,Fantasy,45.151657,11,89162162,100,5.6,922
21,Drama,45.149948,8,69823199,123,6.5,1375
Drag Me to Hell,Horror,45.083509,9,90810892,99,6.2,966
Gremlins,Fantasy,45.072136,84,153083102,106,6.9,1596
Kick-Ass,Action,45.054936,10,96188903,117,7.1,4645
Dracula,Romance,45.022964,92,215862692,128,7.1,1056
Madagascar 3: Europe's Most Wanted,Animation,44.989192,12,746921274,93,6.4,1808
The Holiday,Comedy,44.967453,6,194168700,136,6.7,1225
Wrath of the Titans,Adventure,44.927635,12,301000000,99,5.5,1431
Knight and Day,Action,44.906918,10,261930431,109,5.9,1547
Collateral,Drama,44.815022,4,217764291,120,7,1451
Turbo,Animation,44.765377,13,282570682,96,6.1,1074
The Blues Brothers,Music,44.714264,80,115229890,133,7.5,1065
The Crow,Fantasy,44.690107,94,94000000,102,7.3,953
Cube,Thriller,44.656151,97,501818,90,6.9,1069
Waterworld,Adventure,44.640292,95,264218220,135,5.9,992
Mr. & Mrs. Smith,Action,44.635452,5,478207520,120,6.5,2965
Equilibrium,Action,44.566609,2,5359645,107,6.9,1552
The Princess Bride,Adventure,44.533612,87,30857814,98,7.6,1486
Dawn of the Dead,Fantasy,44.529429,4,102356381,101,6.8,1016
Fear and Loathing in Las Vegas,Adventure,44.511363,98,10680275,118,7.2,1301
Kingdom of Heaven,Drama,44.490453,5,211643158,144,6.6,1157
Escape Plan,Action,44.478043,13,122915111,115,6.7,1659
Black Hawk Down,Action,44.455166,1,172989651,144,7.2,1811
City of God,Drama,44.356711,2,30641770,130,8.1,1814
RED 2,Action,44.34333,13,0,116,6.4,1526
Philadelphia,Drama,44.301745,93,206678440,125,7.6,988
The BFG,Adventure,44.19092,16,183345589,120,6,1000
Madagascar: Escape 2 Africa,Family,44.141021,8,603900354,89,6.2,1810
Brokeback Mountain,Drama,44.135568,5,178043761,134,7.5,1480
Blended,Comedy,44.120328,14,123494610,117,6.6,1006
Star Wars: Episode III - Revenge of the Sith,Science Fiction,44.108427,5,850000000,140,7.1,4116
Batman,Fantasy,44.104469,89,411348924,126,7,2096
The Mechanic,Action,44.094856,11,51070807,93,6.3,1045
Mars Attacks!,Comedy,44.090535,96,101371017,106,6.1,1509
Shrek Forever After,Comedy,44.041186,10,752600867,93,6,1959
Star Wars: Episode II - Attack of the Clones,Adventure,43.987061,2,649398328,142,6.4,3992
John Carter,Action,43.926995,12,284139100,132,6.1,2124
The Last Stand,Action,43.882857,13,0,107,5.7,1266
The Monuments Men,War,43.873266,14,154984035,118,5.8,1523
Due Date,Comedy,43.865294,10,211780824,95,6.2,1685
The Tree of Life,Drama,43.862456,11,54674226,139,6.5,987
Yes Man,Comedy,43.849351,8,225990978,104,6.4,1813
Blade,Horror,43.815492,98,131183530,120,6.5,1905
St. Vincent,Comedy,43.791745,14,54837234,102,7.1,763
Midnight in Paris,Fantasy,43.753585,11,151119219,94,7.4,1990
Warm Bodies,Horror,43.742241,13,116980662,97,6.4,2652
Good Will Hunting,Drama,43.734886,97,225933435,126,7.9,2811
Casablanca,Drama,43.729123,42,10462500,102,7.9,1422
The Woman in Black,Drama,43.675191,12,127730736,95,6.1,1206
Into the Wild,Adventure,43.644978,7,56255142,148,7.8,3045
Corpse Bride,Romance,43.571612,5,117195061,77,7.2,1894
I Am Number Four,Action,43.450266,11,144492830,109,5.9,1567
The Perks of Being a Wallflower,Drama,43.444135,12,33400000,102,7.7,2968
Boyhood,Drama,43.40352,14,44349000,164,7.5,1971
Jack the Giant Slayer,Action,43.349855,13,197687603,114,5.5,2598
The Secret Life of Walter Mitty,Adventure,43.348022,13,188133322,114,7,3144
Back to the Future Part II,Adventure,43.345252,89,332000000,108,7.4,3829
Hachi: A Dog's Tale,Drama,43.217089,9,47801389,93,7.7,1717
Tropic Thunder,Action,43.192048,8,188072649,107,6.5,1667
Paul,Adventure,43.151268,11,97552050,104,6.5,1789
Total Recall,Action,43.129703,90,261317921,113,7.1,1710
School of Rock,Comedy,43.057323,3,131282949,108,6.7,1414
Unbroken,Drama,43.055253,14,163442937,137,7.3,1400
The Golden Compass,Adventure,42.990906,7,372234864,113,5.8,1303
Shrek the Third,Fantasy,42.986467,7,798958165,93,6,2278
AVP: Alien vs. Predator,Adventure,42.957216,4,171183863,101,5.5,1217
Wild,Drama,42.952942,14,52501541,115,7,951
The Host,Action,42.933027,13,63327201,125,6,1817
Tomorrow Never Dies,Adventure,42.887121,97,333011068,119,6,925
2 Guns,Action,42.881415,13,131940411,109,6.6,1589
It's a Wonderful Life,Drama,42.868495,46,9644124,130,8,1076
After Earth,Science Fiction,42.840582,13,243843127,100,5,2532
The Legend of Tarzan,Action,42.741719,16,356743061,109,5.5,2430
Hitman,Action,42.669304,7,99965753,89,5.9,966
Death Race,Action,42.57877,8,73762516,105,6,1175
Perfume: The Story of a Murderer,Crime,42.551902,6,132180323,147,7.1,1165
Jack Ryan: Shadow Recruit,Action,42.538258,14,50549107,105,5.9,1173
13 Hours: The Secret Soldiers of Benghazi,Action,42.526529,16,69411370,144,7,938
Bad Moms,Comedy,42.512296,16,183936074,100,6.3,1252
The Judge,Drama,42.472324,14,83719388,141,7.2,1417
Rio 2,Animation,42.40024,14,500188435,102,6.3,978
American Gangster,Drama,42.361215,7,266465037,157,7.4,1502
Flight,Drama,42.213765,12,161772375,138,6.5,2415
The Help,Drama,42.191509,11,124272124,146,7.8,1910
Saw II,Horror,42.187986,5,152925093,92,6.3,1251
Ocean's Thirteen,Crime,42.069993,7,311312624,122,6.5,1999
Unbreakable,Science Fiction,42.006908,0,248118121,106,6.9,1946
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Drama,41.996783,64,9440272,95,8,1442
Unfriended,Horror,41.972329,15,62882090,82,5.5,1047
Ghost,Fantasy,41.967005,90,505000000,127,6.9,1339
The Longest Ride,Drama,41.946523,15,63013281,128,7.3,1064
The Day the Earth Stood Still,Drama,41.890722,8,233093859,104,5.2,1043
The Mummy Returns,Adventure,41.862983,1,433013274,130,6,2206
Bolt,Animation,41.845878,8,309979994,98,6.3,1750
Pineapple Express,Action,41.832392,8,101624843,111,6.6,1148
47 Ronin,Drama,41.796339,13,150962475,119,5.9,1326
The Blair Witch Project,Horror,41.690578,99,248000000,81,6.3,1055
Spirit: Stallion of the Cimarron,Western,41.670544,2,122563539,83,7.4,831
3 Days to Kill,Action,41.638961,14,52597999,113,6,883
Apocalypto,Action,41.570047,6,120175290,139,7.3,1221
13 Going on 30,Comedy,41.569541,4,96455697,98,6.3,1204
Antz,Adventure,41.515702,98,171757863,83,6,1272
Spotlight,Drama,41.503588,15,88346473,128,7.8,2686
Lara Croft: Tomb Raider,Adventure,41.498631,1,274703340,100,5.7,2192
Romeo + Juliet,Drama,41.493042,96,147298761,120,6.7,1374
Seven Pounds,Drama,41.472404,8,168167691,123,7.5,2039
RED,Action,41.430245,10,71664962,111,6.6,2808
The Tourist,Action,41.426678,10,278731369,103,6,1699
The Day After Tomorrow,Action,41.380094,4,544272402,124,6.2,2392
The Beach,Drama,41.362082,0,144056873,119,6.3,1233
Insomnia,Crime,41.322708,2,113714830,118,6.8,1148
From Russia with Love,Action,41.298723,63,78898765,115,6.9,760
Lawrence of Arabia,Adventure,41.286336,62,69995385,216,7.8,851
Enemy at the Gates,War,41.273567,1,96976270,131,7.2,999
Fantastic Mr. Fox,Adventure,41.258956,9,46471023,87,7.5,1176
Paul Blart: Mall Cop 2,Action,41.258487,15,107597242,94,5,567
Ace Ventura: Pet Detective,Comedy,41.249004,94,107217396,86,6.4,1648
Cloudy with a Chance of Meatballs 2,Animation,41.247402,13,248384621,95,6.4,915
Enemy of the State,Action,41.207568,98,250649836,132,6.7,1240
Click,Comedy,41.176631,6,237681299,107,6,2104
DodgeBall: A True Underdog Story,Comedy,41.156217,4,167722310,92,6.2,981
Brazil,Comedy,41.089863,85,0,132,7.5,861
Moonrise Kingdom,Comedy,41.083914,12,68263166,94,7.6,1662
The Road,Adventure,41.075532,9,27635305,111,6.8,1087
Sinister,Horror,41.045084,12,77712439,110,6.7,1573
The Descendants,Comedy,40.903931,11,177243185,115,6.7,934
Wild Wild West,Action,40.748915,99,222104681,106,5.1,1020
Journey 2: The Mysterious Island,Adventure,40.723459,12,355692760,94,5.8,1030
Beautiful Creatures,Fantasy,40.721373,13,60052138,124,5.6,984
Resident Evil,Horror,40.715623,2,102984862,100,6.4,2065
Shame,Drama,40.688426,11,17693675,100,7,875
Bridge to Terabithia,Adventure,40.646102,7,137587063,96,7,1113
Jackie Brown,Comedy,40.631671,97,39673162,154,7.3,1514
The Taking of Pelham 1 2 3,Thriller,40.597856,9,150166126,106,6.2,954
You Don't Mess with the Zohan,Comedy,40.597344,8,201596308,113,5.5,1048
Friends with Benefits,Romance,40.526587,11,150483765,109,6.5,2237
Jurassic Park,Adventure,40.413191,93,920100000,127,7.6,4856
A Few Good Men,Drama,40.379966,92,243240178,138,7.1,877
Child 44,Crime,40.371098,15,3324330,137,6.1,547
Donnie Brasco,Crime,40.370442,97,41954997,127,7.4,1147
The DUFF,Romance,40.28709,15,43528634,100,6.8,1322
Kick-Ass 2,Action,40.28635,13,60700000,103,6.3,2224
The Raid,Action,40.285095,11,4105187,101,7.3,1055
Percy Jackson: Sea of Monsters,Adventure,40.262261,13,174578751,106,5.9,1648
Charlie's Angels,Action,40.20395,0,264105545,98,5.6,1232
The Wrestler,Drama,40.196514,8,44703995,109,7.3,1000
The Princess Diaries,Comedy,40.176265,1,165335153,115,6.5,1023
The Brothers Grimm,Adventure,40.138009,5,105316267,118,5.6,818
Austin Powers in Goldmember,Comedy,40.137264,2,296655431,94,5.9,979
The Thin Red Line,Drama,40.072583,98,98126565,170,7.2,771
Casino,Drama,40.06688,95,116112375,178,7.8,1307
Maggie,Horror,40.016306,15,187112,95,5.2,593
American Reunion,Comedy,39.920035,12,234989584,113,6.1,1611
Spaceballs,Comedy,39.890798,87,38119483,96,6.7,902
Paddington,Family,39.882276,14,259207227,95,7,883
Teenage Mutant Ninja Turtles: Out of the Shadows,Fantasy,39.873791,16,245623848,112,5.8,963
The Girl Next Door,Comedy,39.784026,4,30411183,108,6.3,824
Seven Samurai,Action,39.756748,54,271841,207,8.2,878
A Christmas Carol,Animation,39.744242,9,325233863,96,6.6,1095
"O Brother, Where Art Thou?",Action,39.742009,0,71868327,106,7.3,1112
The World Is Not Enough,Adventure,39.604363,99,361832400,128,6,862
Ponyo,Animation,39.58676,8,187479518,100,7.5,926
ParaNorman,Family,39.539045,12,107139399,90,6.7,789
R.I.P.D.,Fantasy,39.448066,13,61648500,96,5.4,1260
The Watch,Comedy,39.395881,12,68267862,98,5.3,881
Aliens vs Predator: Requiem,Fantasy,39.381913,7,41797066,94,4.9,740
Akira,Science Fiction,39.338097,88,553171,124,7.8,773
